일자,요일,중식계,석식계,month,corona,day_gap,중식_국,중식_메인1,중식_메인2,석식_국,석식_메인1,석식_메인2,출근,휴가비율,출장비율,야근비율,재택비율
2017-05-19,1,662.0,414.0,5,0,1,새우살미역국,순살양념치킨,콩나물겨자채,배추된장국,쇠고기숙주볶음,청포묵무침,2186.0,0.05536594615092909,0.11566173682214638,0.03705397987191217,0.0
2017-05-22,5,1207.0,585.0,5,0,0,시금치된장국,제육볶음,버섯구이*발사믹D,연두부찌개,코다리조림,순대야채볶음,2334.0,0.023890784982935155,0.09101251422070535,0.2159383033419023,0.0
2017-05-23,4,889.0,545.0,5,0,0,소고기국,간장찜닭,부추전,짬뽕,탕수육,단무지,2333.0,0.01782328403488813,0.09745923397800531,0.183883411915988,0.0
2017-05-24,3,852.0,387.0,5,0,0,김치국,고등어구이,감자프리타타,꽃게탕,모둠장조림,해라피겨자채,2311.0,0.018581721653394008,0.10504361016306409,0.0,0.0
2017-05-25,2,838.0,456.0,5,0,0,들깨시래기국,오리불고기,두부조림,유부장국,수제고로케,생과일플레인샐러드,2290.0,0.02161547212741752,0.10997345468335229,0.13973799126637554,0.0
2017-05-26,1,597.0,462.0,5,0,1,콩나물국,주꾸미떡볶음,동그랑땡전,된장찌개,치즈닭갈비,해물까스*칠리소스,2171.0,0.062191884717481986,0.11452408039438756,0.027637033625057577,0.0
2017-05-29,5,1193.0,555.0,5,0,0,황태국,소불고기,계란찜,우거지해장국,임연수엿장조림,고기전,2309.0,0.03337125521425863,0.09101251422070535,0.17063663923776526,0.0
2017-05-30,4,821.0,579.0,5,0,0,얼갈이된장국,동파삼겹수육,맛살전,맑은국,쫄면야채무침,오징어튀김,2324.0,0.02161547212741752,0.09708001516875236,0.12607573149741824,0.0
2017-05-31,3,910.0,0.0,5,0,0,가쯔오장국,탕수만두,콥샐러드,,,,2329.0,0.016306408797876374,0.10049298445202882,0.0,0.0
2017-06-01,2,914.0,505.0,6,0,0,오이냉국,등갈비김치찜,어묵볶음,단호박스프,로제스파게티,샐러드/피클,2317.0,0.024924471299093656,0.10007552870090634,0.1368148467846353,0.0
2017-06-02,1,699.0,480.0,6,0,1,돈육김치찌개,삼치된장구이,모듬소세지볶음,새알만두국,팝콘치킨*데리야끼소스,두부새싹구이,2190.0,0.06231117824773414,0.11064954682779456,0.03515981735159817,0.0
2017-06-05,5,760.0,306.0,6,0,1,근대국,돈육굴소스볶음,계란말이,감자고추장찌개,탕수어,우엉잡채,1865.0,0.23904833836858005,0.05664652567975831,0.0932975871313673,0.0
2017-06-07,3,1127.0,549.0,6,0,0,콩나물국,훈제오리구이,새송이버섯전,열무된장국,돼지갈비찜,오징어브로컬리,2345.0,0.028323262839879154,0.08610271903323263,0.0,0.0
2017-06-08,2,857.0,443.0,6,0,0,얼갈이된장국,미니채소떡갈비,골뱅이무침*소면,냉모밀국수,야채튀김,옥수수샐러드,2311.0,0.02379154078549849,0.10347432024169184,0.18303764604067504,0.0
2017-06-09,1,715.0,460.0,6,0,1,호박잎된장찌개,깐풍기,어묵꽈리고추볶음,쇠고기미역국,가자미양념찜,닭살겨자냉채,2224.0,0.04909365558912387,0.11102719033232629,0.03012589928057554,0.0
2017-06-12,5,1140.0,552.0,6,0,0,연두부탕,쇠고기숙주볶음,홍어채무침,된장찌개,돈육강정,옥수수전,2352.0,0.032854984894259816,0.0789274924471299,0.22491496598639457,0.0
2017-06-13,4,916.0,540.0,6,0,0,도토리묵냉국,쭈꾸미볶음,늙은호박전,미소장국,고구마치즈구이,모둠과일,2367.0,0.017749244712990938,0.08836858006042296,0.19053654414871146,0.0
2017-06-14,3,907.0,408.0,6,0,0,가쯔오장국,치킨핑거,파스타샐러드,알탕,미트볼케찹조림,잔멸치볶음,2340.0,0.020770392749244714,0.09554380664652568,0.0,0.0
2017-06-15,2,763.0,443.0,6,0,0,쇠고기샤브국,갈치구이,메추리알조림,열무김치국수,부추만두,꽃맛살샐러드,2316.0,0.02416918429003021,0.10120845921450151,0.13730569948186527,0.0
2017-06-16,1,644.0,383.0,6,0,1,아욱된장국,삼겹살구이,감자채볶음,참치김치찌개,쇠고기장조림,올방개묵무침,2179.0,0.061933534743202415,0.11518126888217523,0.028453418999541073,0.0
2017-06-19,5,1126.0,489.0,6,0,0,들깨시래기국,유자청제육볶음,해물부추전,감자국,닭데리야끼조림,매운어묵볶음,2320.0,0.03851963746223565,0.08534743202416918,0.1961206896551724,0.0
2017-06-20,4,888.0,508.0,6,0,0,오이지냉국,고등어김치말이,감자비엔나볶음,미역장국,오징어무침,핫도그&케찹,2329.0,0.024924471299093656,0.09554380664652568,0.18419922713610992,0.0
2017-06-21,3,982.0,445.0,6,0,0,유부주머니국,언양식불고기,떡볶이,해물된장찌개,고추잡채*꽃빵,황태양념구이,2319.0,0.022658610271903322,0.10158610271903323,0.0,0.0
2017-06-22,2,875.0,451.0,6,0,0,쇠고기미역국,해물누룽지탕,비빔야채만두,쌀국수,또띠아피자,흑임자샐러드,2306.0,0.026057401812688823,0.10309667673716012,0.13746747614917607,0.0
2017-06-23,1,609.0,441.0,6,0,1,나가사끼짬뽕국,닭갈비,셀프무쌈말이,콩비지찌개,탕수어,두부카프레제,2196.0,0.06117824773413897,0.1095166163141994,0.025956284153005466,0.0
2017-06-26,5,1147.0,539.0,6,0,0,차돌박이찌개,훈제오리고추장볶음,곤약흑임자무침,연두부찌개,탕수육,통도라지구이,2299.0,0.04229607250755287,0.08950151057401813,0.16267942583732056,0.0
2017-06-27,4,973.0,575.0,6,0,0,북어콩나물국,오징어볶음,동그랑땡구이,작은밥,탄두리치킨,모둠묵샐러드,2333.0,0.0222809667673716,0.09667673716012085,0.13244749249892843,0.0
2017-06-28,3,745.0,0.0,6,0,0,얼갈이된장국,삼치구이,잡채,,,,2331.0,0.02190332326283988,0.09780966767371602,0.0,0.0
2017-06-29,2,814.0,451.0,6,0,0,우무묵냉국,갈릭돈까스,두부양념조림,올챙이만두국,웨지감자,하와이안샐러드,2316.0,0.024924471299093656,0.10045317220543806,0.09024179620034542,0.0
2017-06-30,1,695.0,370.0,6,0,1,꼬지어묵탕,매운닭찜,감자채전,청국장찌개,장어강정,오꼬노미야끼계란말이,2164.0,0.07099697885196375,0.11178247734138973,0.015711645101663587,0.0
2017-07-03,5,1231.0,501.0,7,0,0,콩나물국,짬뽕불고기,계란찜,육개장,고등어카레구이,꽃맛살볶음,2559.0,0.023247622402254316,0.0753786544557943,0.16178194607268465,0.0
2017-07-04,4,962.0,432.0,7,0,0,배추된장국,낙지볶음,고기전,가쯔오장국,닭강정,고구마그라탕,2542.0,0.017611835153222965,0.08700246565692145,0.14476789929189615,0.0
2017-07-05,3,912.0,340.0,7,0,0,계란국,유산슬,군만두,대구찌개,돈육굴소스볶음,김치녹두전,2533.0,0.01620288834096513,0.09158154279675942,0.0,0.0
2017-07-06,2,821.0,501.0,7,0,0,아욱된장국,등갈비김치찜,어묵볶음,잔치국수,수제고로케,키위드레싱샐러드,2499.0,0.02536104262064107,0.0943994364212751,0.1364545818327331,0.0
2017-07-07,1,613.0,472.0,7,0,1,오이냉국,유린기,도토리묵무침,순두부찌개,해물까스*탈탈소스,탕평채,2405.0,0.05142655864741106,0.10144417048256428,0.030353430353430355,0.0
2017-07-10,5,1084.0,527.0,7,0,0,콩나물국,버섯불고기,해물겨자냉채,감자국,사천식탕수육,건새우마늘쫑볶음,2526.0,0.03451919690031701,0.07573089115885875,0.16072842438638163,0.0
2017-07-11,4,866.0,444.0,7,0,0,어묵국,주꾸미떡볶음,두부계란구이,미소장국,새우또띠아,감자범벅,2545.0,0.021838675589996477,0.08171891511095457,0.14931237721021612,0.0
2017-07-12,3,918.0,414.0,7,0,0,삼계탕,찹쌀밥,생야채&쌈장,해물된장찌개,모둠장조림,참치야채전,2507.0,0.02430433251144769,0.0926382529059528,0.0,0.0
2017-07-13,2,765.0,461.0,7,0,0,근대국,돼지갈비찜,동태전,김치말이국수,풋고추튀김,꽃맛살샐러드,2483.0,0.027826699542092288,0.09756956674885522,0.1252517116391462,0.0
2017-07-14,1,613.0,485.0,7,0,1,부대찌개,갈치조림,버섯잡채,고추장찌개,미니함박조림,감자채볶음,2344.0,0.073617470940472,0.10073969707643536,0.02431740614334471,0.0
2017-07-17,5,1168.0,500.0,7,0,0,무채국,돈육고추장볶음,간장두부조림,꽃게탕,소고기장조림,꽈리고추찜,2495.0,0.04649524480450863,0.07467418104966538,0.16993987975951905,0.0
2017-07-18,4,916.0,513.0,7,0,0,열무된장국,간장찜닭,통도라지구이,단호박스프,토마토스파게티,시리얼과일샐러드,2502.0,0.03451919690031701,0.08418457203240577,0.1674660271782574,0.0
2017-07-19,3,830.0,457.0,7,0,0,맑은국,양장피잡채,오꼬노미야끼,호박잎된장찌개,언양식불고기,코다리강정,2501.0,0.027826699542092288,0.09122930609369496,0.0,0.0
2017-07-20,2,750.0,429.0,7,0,0,소고기매운무국,오징어굴소스볶음,모둠버섯구이,유부장국,해물볶음우동,찐햇감자,2471.0,0.03170130327580134,0.09792180345191968,0.10926750303520842,0.0
2017-07-21,1,648.0,410.0,7,0,1,닭곰탕,미트볼케찹조림,메밀전,육개장,꽁치구이,궁중떡볶이,2332.0,0.07256076083127862,0.10602324762240226,0.01972555746140652,0.0
2017-07-24,5,1119.0,486.0,7,0,0,어묵탕,콩나물불고기,동그랑땡전,콩가루배추국,고추잡채*꽃빵,고등어조림,2391.0,0.08348009862627685,0.07432194434660092,0.16771225428690925,0.0
2017-07-25,4,827.0,514.0,7,0,0,된장찌개,가자미카레튀김,닭살냉채,냉모밀국수,비빔야채만두,하와이안샐러드,2382.0,0.0753786544557943,0.08559351884466361,0.11418975650713686,0.0
2017-07-26,3,797.0,0.0,7,0,0,미소장국,파스타샐러드,소세지오븐구이,,,,2339.0,0.08946812257837267,0.08665022895385699,0.0,0.0
2017-07-27,2,804.0,486.0,7,0,0,콩나물냉국,순살파닭,오징어브로컬리*초장,미역장국,탕수육,멕시칸샐러드,2265.0,0.11764705882352941,0.08453680873547023,0.09757174392935983,0.0
2017-07-28,1,501.0,459.0,7,0,1,쇠고기샤브국,주꾸미떡볶음,연두부*양념장,닭개장,생선까스*탈탈소스,감자채볶음,2156.0,0.14758717858400847,0.09299048960901726,0.021335807050092765,0.0
2017-07-31,5,945.0,455.0,7,0,0,연두부탕,쇠고기숙주볶음,홍어채무침,아욱국,돈육씨앗강정,삼치된장구이,2159.0,0.1845720324057767,0.054948925678055656,0.0889300602130616,0.0
2017-08-01,4,745.0,509.0,8,0,0,부대찌개,해물누룽지탕,우엉잡채,잔치국수,훈제오리냉채,감자범벅,1998.0,0.17618147448015123,0.06843100189035917,0.16016016016016016,0.0
2017-08-02,3,799.0,337.0,8,0,0,꽃게탕,미니채소떡갈비,두부계란구이,느타리버섯국,탕수어,견과류조림,2003.0,0.1716446124763705,0.07107750472589792,0.0,0.0
2017-08-03,2,776.0,401.0,8,0,0,오이미역냉국,닭오븐구이,꽈리고추어묵조림,가쯔오장국,쇠고기장조림,실곤약흑임자무침,1987.0,0.17051039697542533,0.0782608695652174,0.15148465022647206,0.0
2017-08-04,1,668.0,354.0,8,0,1,콩나물국,제육볶음,메추리알조림,차돌박이찌개,치킨텐더,꽃맛살볶음,1863.0,0.2056710775047259,0.08998109640831758,0.029522275899087493,0.0
2017-08-07,5,1078.0,497.0,8,0,0,어묵국,쇠고기낙지볶음,새송이버섯전,근대국,등갈비김치찜,메밀전병만두,2049.0,0.16181474480151228,0.06351606805293006,0.17130307467057102,0.0
2017-08-08,4,842.0,445.0,8,0,0,미역국,닭갈비,시금치프리타타,가쯔오장국,비빔메밀국수,야채튀김,2024.0,0.1565217391304348,0.0782608695652174,0.17292490118577075,0.0
2017-08-09,3,946.0,372.0,8,0,0,도토리묵냉국,수제돈까스,두부양념조림,뼈해장국,고등어조림,계란말이,2007.0,0.16181474480151228,0.07939508506616257,0.0,0.0
2017-08-10,2,777.0,438.0,8,0,0,돈육김치찌개,갈치구이,비엔나감자볶음,물냉면,케이준샐러드,떡볶이,1979.0,0.16559546313799622,0.08620037807183364,0.14754926730672058,0.0
2017-08-11,1,710.0,393.0,8,0,1,고추장찌개,돈육보쌈,쌈&야채스틱,오징어국,깐풍기,모둠버섯구이,1839.0,0.21398865784499055,0.09073724007561437,0.03588907014681892,0.0
2017-08-14,5,692.0,275.0,8,0,1,된장찌개,짬뽕불고기,옥수수계란찜,콩가루배추국,양파치킨,해물파전,1651.0,0.3262759924385633,0.04952741020793951,0.06904906117504543,0.0
2017-08-16,3,973.0,433.0,8,0,0,쇠고기무국,오징어볶음*소면,모듬묵양념장,콩나물국,돼지갈비찜,풍기샐러드,2062.0,0.15236294896030245,0.06805293005671077,0.0,0.0
2017-08-17,2,823.0,507.0,8,0,0,들깨시래기국,매운닭찜,임연수구이,어묵우동,미니햄버거,단호박범벅,2067.0,0.13497164461247638,0.0835538752362949,0.18384131591678762,0.0
2017-08-18,1,731.0,484.0,8,0,1,맑은국,해물까스*칠리소스,부추만두,해물순두부찌개,유자청제육볶음,두부카프레제,1977.0,0.1497164461247637,0.10283553875236295,0.030854830551340414,0.0
2017-08-21,5,1232.0,673.0,8,0,0,조랭이떡미역국,소고기불고기,김치전,참치김치찌개,안동찜닭,잡채,2402.0,0.027977315689981096,0.06389413988657845,0.257285595337219,0.0
2017-08-22,4,1053.0,604.0,8,0,0,해물된장찌개,표고버섯탕수육,두부조림,유부주머니국,오징어무침,파스타샐러드,2358.0,0.027977315689981096,0.08052930056710775,0.20525869380831213,0.0
2017-08-23,3,953.0,537.0,8,0,0,가쯔오장국,가자미양념찜,감자채볶음,청국장찌개,돈육모듬장조림,동그랑땡전,2358.0,0.02722117202268431,0.08128544423440454,0.0,0.0
2017-08-24,2,843.0,489.0,8,0,0,쇠고기샤브국,주꾸미굴소스볶음,볼어묵볶음,콩국수,타코야끼,콥샐러드,2308.0,0.02948960302457467,0.09792060491493383,0.14904679376083188,0.0
2017-08-25,1,594.0,354.0,8,0,1,알탕,미트볼케찹조림,계란말이,고추장찌개,생선까스*탈탈소스,닭살냉채,2171.0,0.06200378071833648,0.11720226843100189,0.025333947489636112,0.0
2017-08-28,5,1191.0,514.0,8,0,0,콩나물국,돈육간장불고기,매운어묵볶음,닭곰탕,고등어김치말이,옥수수전,2251.0,0.06389413988657845,0.08506616257088846,0.14971123944913373,0.0
2017-08-29,4,877.0,609.0,8,0,0,배추된장국,닭갈비,동태전,냉모밀국수,깐풍육,꽃맛살샐러드,2264.0,0.04574669187145557,0.09829867674858223,0.12985865724381626,0.0
2017-08-30,3,898.0,395.0,8,0,0,미소장국,언양식불고기,과일샐러드,부대찌개,해물청경채볶음,메밀전,2259.0,0.04385633270321361,0.10207939508506617,0.0,0.0
2017-08-31,2,852.0,487.0,8,0,0,육개장,굴비구이,탕수만두,옛날돈까스,브로컬리크림스프,키위드레싱샐러드,2254.0,0.04158790170132325,0.10623818525519849,0.08385093167701864,0.0
2017-09-01,1,663.0,0.0,9,0,1,시래기국,훈제오리구이,두부구이*양념장,,,,2162.0,0.06699470098410296,0.11468584405753217,0.020814061054579093,0.0
2017-09-04,5,1168.0,581.0,9,0,0,북어국,버섯불고기,야채계란찜,콩나물김치국,가자미튀김,모듬소세지구이,2286.0,0.04277062831188493,0.09197577592732778,0.18197725284339458,0.0
2017-09-05,4,924.0,518.0,9,0,0,연두부탕,등갈비김치찜,도토리묵무침,가쯔오장국,크림카레우동,감자만두/샐러드,2303.0,0.028009084027252083,0.10030280090840273,0.16934433347807207,0.0
2017-09-06,3,922.0,503.0,9,0,0,꽃게탕,마늘치킨,양배추쌈*쌈장,해물된장찌개,돈육굴소스볶음,홍어채무침,2298.0,0.026116578349735048,0.10408781226343679,0.0,0.0
2017-09-07,2,926.0,455.0,9,0,0,쇠고기미역국,오징어볶음*소면,고기전,맑은국,고추잡채*꽃빵,컬리플라워샐러드,2285.0,0.029523088569265707,0.10560181680545042,0.15667396061269145,0.0
2017-09-08,1,662.0,494.0,9,0,1,열무된장국,동파육,셀프무쌈말이,콩비지찌개,유린기,멸치아몬드볶음,2182.0,0.05866767600302801,0.11544284632853899,0.03024747937671861,0.0
2017-09-11,5,1350.0,510.0,9,0,0,시래기된장국,유자청제육볶음,오꼬노미야끼계란말이,소고기무국,주꾸미굴소스볶음,쫄면무침,2338.0,0.038228614685844056,0.07683573050719152,0.20444824636441403,0.0
2017-09-12,4,993.0,540.0,9,0,0,차돌박이찌개,해물누룽지탕,돈육잡채,잔치국수,야채튀김,떡볶이,2328.0,0.02725208175624527,0.09159727479182438,0.18470790378006874,0.0
2017-09-13,3,945.0,476.0,9,0,0,미소장국,떡갈비조림,모듬묵샐러드,미역국,돼지갈비찜,볼어묵곤약볶음,2332.0,0.02157456472369417,0.09576078728236184,0.0,0.0
2017-09-14,2,860.0,437.0,9,0,0,고사리육개장,닭찜,두부계란부침,쌀국수,고구마오븐구이,하와이안샐러드,2283.0,0.025738077214231644,0.1101438304314913,0.13885238720981166,0.0
2017-09-15,1,602.0,454.0,9,0,1,참치김치찌개,단호박장조림,고등어구이,된장찌개,돈육간장강정,황태양념구이,2154.0,0.07494322482967448,0.10976532929598788,0.032497678737233054,0.0
2017-09-18,5,1214.0,552.0,9,0,0,해물순두부찌개,언양식불고기,감자채전,아욱국,후르츠탕수육,골뱅이무침&소면,2329.0,0.03520060560181681,0.08327024981074943,0.21511378273937312,0.0
2017-09-19,4,958.0,567.0,9,0,0,들깨버섯국,소고기낙지볶음,비엔나케찹조림,나가사끼짬뽕,오징어초무침,꽃맛살샐러드,2347.0,0.01854655563966692,0.093111279333838,0.18406476352790796,0.0
2017-09-20,3,890.0,411.0,9,0,0,가쯔오국,감자프리타타,메밀전병만두,김치국,해물청경채볶음,늙은호박전,2301.0,0.023467070401211203,0.10560181680545042,0.0,0.0
2017-09-21,2,820.0,546.0,9,0,0,쇠고기샤브국,꽁치구이,김치제육볶음,꼬지어묵탕,수제칠리핫도그,키위드레싱샐러드,2292.0,0.026495079485238455,0.10598031794095382,0.1457242582897033,0.0
2017-09-22,1,735.0,490.0,9,0,1,콩가루배추국,순살양념치킨,콩나물겨자채,설렁탕,김치전,오징어젓무침,2177.0,0.06585919757759273,0.1101438304314913,0.030776297657326597,0.0
2017-09-25,5,1099.0,592.0,9,0,0,근대국,짬뽕불고기,실곤약흑임자무침,부대찌개*라면사리,갈치구이,감자채볶음,2287.0,0.03671461014383043,0.09765329295987887,0.16834280717096634,0.0
2017-09-26,4,902.0,573.0,9,0,0,시래기들깨탕,닭갈비,해물파전,김치우동,오징어튀김,고구마범벅,2300.0,0.030658591975775928,0.0987887963663891,0.14869565217391303,0.0
2017-09-27,3,1023.0,0.0,9,0,0,콩나물국,삼겹살구이,어묵볶음,된장찌개,미니함박조림,계란말이,2307.0,0.026495079485238455,0.10030280090840273,0.0,0.0
2017-09-28,2,589.0,473.0,9,0,0,차돌박이찌개,매운주꾸미볶음,두부새싹구이,맑은장국,돈가스또띠아,마제소바,2277.0,0.03860711582134747,0.09954579863739592,0.08871321914800176,0.0
2017-09-29,1,760.0,0.0,9,0,1,미역국,쇠불고기/잡채,오징어숙회무침,,,,2180.0,0.080999242997729,0.09386828160484481,0.010091743119266056,0.0
2017-10-10,4,1265.0,746.0,10,0,0,아욱국,훈제오리구이,계란찜,동태찌개,돈육굴소스볶음,쫄면무침,2331.0,0.03969754253308128,0.07901701323251417,0.274989274989275,0.0
2017-10-11,3,1109.0,613.0,10,0,0,고추장찌개,레몬탕수육,궁중떡찜,잔치국수,새우까스*탈탈소스,홍시드레싱샐러드,2335.0,0.022684310018903593,0.0945179584120983,0.0,0.0
2017-10-12,2,989.0,626.0,10,0,0,해물된장찌개,닭찜,새송이버섯전,순두부찌개,소고기숙주볶음,비엔나감자구이,2330.0,0.017391304347826087,0.10170132325141777,0.43648068669527895,0.0
2017-10-13,1,1015.0,628.0,10,0,1,쇠고기무국,오징어볶음*소면,메추리알조림,어묵국,등갈비김치찜,옥수수전,2314.0,0.023818525519848772,0.10132325141776938,0.037165082108902334,0.0
2017-10-16,5,1173.0,497.0,10,0,0,차돌박이찌개,제육볶음,모둠쌈,콩나물국,닭오븐구이,녹두전,2330.0,0.034026465028355386,0.08506616257088846,0.19914163090128756,0.0
2017-10-17,4,848.0,555.0,10,0,0,근대국,고등어조림,고추잡채*꽃빵,단호박스프,로제스파게티,웨지감자/피클,2331.0,0.02117202268431002,0.09754253308128544,0.19433719433719435,0.0
2017-10-18,3,814.0,490.0,10,0,0,민물새우찌개,수제돈가스,시금치프리타타,얼갈이된장국,소고기모듬장조림,동그랑땡전,2330.0,0.017013232514177693,0.10207939508506617,0.0,0.0
2017-10-19,2,901.0,514.0,10,0,0,새알미역국,유린기,마파두부,유부장국,수제고로케,생과일플레인샐러드,2296.0,0.025330812854442344,0.10661625708884688,0.1485191637630662,0.0
2017-10-20,1,533.0,416.0,10,0,1,쇠고기매운버섯국,해물청경채볶음,메밀부추전,된장찌개,코다리강정,소세지볶음,2154.0,0.07183364839319471,0.11379962192816635,0.02460538532961931,0.0
2017-10-23,5,1115.0,538.0,10,0,0,콩나물국,버섯불고기,홍어채무침,수제비국,닭강정,늙은호박전,2279.0,0.04385633270321361,0.0945179584120983,0.19087318999561212,0.0
2017-10-24,4,1037.0,439.0,10,0,0,배추된장국,쭈꾸미볶음,두부계란부침,계란파국,떡볶이,고구마그라탕,2322.0,0.024574669187145556,0.09754253308128544,0.17226528854435832,0.0
2017-10-25,3,786.0,0.0,10,0,0,가쯔오장국,갈치조림,쇠고기잡채,,,,2281.0,0.02835538752362949,0.10926275992438564,0.0,0.0
2017-10-26,2,824.0,405.0,10,0,0,육개장,치킨핑거,도토리묵무침,김치국수,소고기퀘사디아,꽃맛살샐러드,2242.0,0.038185255198487714,0.11417769376181475,0.11195361284567351,0.0
2017-10-27,1,567.0,327.0,10,0,1,시금치국,돼지갈비찜,어묵볶음,콩비지찌개,가자미카레튀김,닭살겨자냉채,2126.0,0.07939508506616257,0.11682419659735349,0.026810912511759172,0.0
2017-10-30,5,1150.0,589.0,10,0,0,들깨시래기국,닭갈비,연두부*양념장,돈육김치찌개,꽁치구이,고기전,2271.0,0.046880907372400756,0.0945179584120983,0.16468516072214884,0.0
2017-10-31,4,955.0,503.0,10,0,0,근대국,돈삼겹보쌈,옥수수전,가쯔오장국,해물까스*탈탈소스,꽃맛살볶음,2292.0,0.023818525519848772,0.10964083175803403,0.10383944153577661,0.0
2017-11-01,3,815.0,424.0,11,0,0,맑은국,개성감자만두,파스타샐러드,순두부찌개,깐풍기,꽈리고추어묵볶음,2302.0,0.023827534039334342,0.10552193645990923,0.0,0.0
2017-11-02,2,854.0,469.0,11,0,0,사골떡국,오징어볶음,계란말이,우동,찹쌀순대볶음,딸기드레싱샐러드,2287.0,0.020045385779122543,0.11497730711043873,0.14560559685177088,0.0
2017-11-03,1,644.0,406.0,11,0,1,된장찌개,누룽지탕수육,실곤약초무침,닭개장,미트볼케찹조림,셀프무쌈말이,2167.0,0.06543116490166415,0.11497730711043873,0.0267651130595293,0.0
2017-11-06,5,1167.0,451.0,11,0,0,콩가루배추국,짬뽕불고기,참치야채전,어묵국,소고기장조림,비엔나케찹볶음,2307.0,0.03517397881996974,0.09228441754916793,0.19592544429995665,0.0
2017-11-07,4,943.0,522.0,11,0,0,오징어국,수제돈까스,삼치구이,잔치국수,감자치즈오븐구이,해물떡볶이,2301.0,0.028366111951588502,0.10136157337367625,0.20078226857887874,0.0
2017-11-08,3,780.0,397.0,11,0,0,미역장국,언양식불고기,도라지오이무침,쇠고기샤브국,해물청경채볶음,쫄면무침,2308.0,0.0226928895612708,0.1043872919818457,0.0,0.0
2017-11-09,2,797.0,414.0,11,0,0,해물된장찌개,매운닭찜,두부조림,유부장국,동그랑땡전,양배추샐러드,2267.0,0.0340393343419062,0.10854765506807867,0.15306572562858403,0.0
2017-11-10,1,630.0,397.0,11,0,1,올갱이아욱국,등갈비김치찜,들깨버섯무침,소고기무국,임연수엿장조림,돈육잡채,2168.0,0.06959152798789713,0.11043872919818457,0.025830258302583026,0.0
2017-11-13,5,1017.0,547.0,11,0,0,시금치국,소고기불고기,해물파전,연두부탕,훈제오리떡볶음,무쌈/부추생채,2297.0,0.04046898638426626,0.0907715582450832,0.2285589899869395,0.0
2017-11-14,4,924.0,515.0,11,0,0,새알미역국,돼지갈비찜,두부새싹구이,계란국,짜장면,새우또띠아/음료,2297.0,0.029500756429652043,0.10173978819969742,0.16891597736177624,0.0
2017-11-15,3,895.0,363.0,11,0,0,청양된장찌개,굴비구이,궁중떡볶이,뼈감자탕,해물까스*탈탈소스,풍기샐러드,2281.0,0.032904689863842665,0.1043872919818457,0.0,0.0
2017-11-16,2,736.0,437.0,11,0,0,북어계란국,찜닭,메밀전병만두,수제비국,김치두루치기,옥수수계란찜,2232.0,0.04878971255673222,0.10703479576399395,0.15546594982078854,0.0
2017-11-17,1,640.0,332.0,11,0,1,콩비지찌개,미니채소떡갈비,동태전,토란탕,주꾸미굴소스볶음,감자채볶음,2120.0,0.08055975794251134,0.11762481089258699,0.027358490566037737,0.0
2017-11-20,5,1115.0,569.0,11,0,0,차돌박이찌개,오징어볶음,계란말이,알탕,동파삼겹수육,실곤약흑임자무침,2300.0,0.04046898638426626,0.08963691376701967,0.22478260869565217,0.0
2017-11-21,4,954.0,486.0,11,0,0,어묵국,순살파닭,맛살겨자채,쌀국수,수제고로케,왕만두,2311.0,0.029122541603630862,0.09682299546142209,0.18823020337516227,0.0
2017-11-22,3,817.0,424.0,11,0,0,가쯔오장국,돈육칠리강정,모듬묵샐러드,배추된장국,쇠고기장조림,호박부추전,2303.0,0.024205748865355523,0.10476550680786686,0.0,0.0
2017-11-23,2,758.0,433.0,11,0,0,쇠고기무국,갈치구이,고추잡채*꽃빵,김치우동,치킨핑거,시저샐러드,2234.0,0.046142208774583963,0.10892586989409984,0.13652641002685764,0.0
2017-11-24,1,563.0,378.0,11,0,1,꽃게탕,돈육굴소스볶음,새송이버섯전,육개장,새우까스*탈탈소스,마파두부,2131.0,0.0794251134644478,0.11459909228441754,0.02956358517128109,0.0
2017-11-27,5,1065.0,483.0,11,0,0,아욱국,버섯불고기,골뱅이무침*소면,쇠고기미역국,닭갈비,두부스테이크,2250.0,0.049924357034795766,0.09909228441754916,0.17866666666666667,0.0
2017-11-28,4,929.0,517.0,11,0,0,연두부탕,사천식탕수육,견과류조림,짬뽕,고구마그라탕,꽃빵튀김*연유,2267.0,0.04236006051437216,0.1002269288956127,0.15306572562858403,0.0
2017-11-29,3,903.0,0.0,11,0,0,미소장국,코다리조림,과일샐러드,,,,2305.0,0.029500756429652043,0.098714069591528,0.0,0.0
2017-11-30,2,781.0,511.0,11,0,0,들깨시래기국,제육볶음,메추리알조림,로제파스타/스프,홍시드레싱샐러드,마늘바게뜨,2280.0,0.03668683812405446,0.10098335854765507,0.11228070175438597,0.0
2017-12-01,1,660.0,381.0,12,0,1,동태탕,찜닭,옥수수전,열무된장국,수제돈가스,탕평채,2154.0,0.09118198874296435,0.10056285178236397,0.06313834726090993,0.0
2017-12-04,5,1142.0,625.0,12,0,0,들깨무채국,돈육피망볶음,모둠쌈,김치찌개,유린기,느타리호박볶음,2342.0,0.04390243902439024,0.0772983114446529,0.3706233988044407,0.0
2017-12-05,4,939.0,571.0,12,0,0,소고기된장찌개,낙지볶음,계란찜,미소장국,또띠아피자,모둠과일,2380.0,0.0225140712945591,0.08442776735459662,0.3659663865546218,0.0
2017-12-06,3,860.0,414.0,12,0,0,유부주머니국,생선까스&탈탈소스,두부양념조림,쇠고기샤브국,꽁치김치찜,잡채,2333.0,0.02926829268292683,0.09530956848030019,0.0,0.0
